City,Year,Shell,Volume,Mileage,Transmission,Rudder,Gear,CustomsCleared,Type Engine,Company,Model,Price
Алматы,1989,седан,2.3,34580,механика,слева,передний привод,Да,бензин,Audi,100,900000
Нур-Султан (Астана),2004,седан,2.4,231086,механика,слева,передний привод,Да,бензин,Toyota,Camry,4500000
Атырау,2005,седан,1.6,220000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2110 (седан),780000
Караганда,2014,седан,1.6,100000,механика,слева,передний привод,Да,бензин,Mitsubishi,Lancer,3900000
Караганда,2008,седан,2.5,187000,автомат,слева,задний привод,Да,бензин,Lexus,IS 250,6500000
Петухово,2004,седан,1.7,84000,механика,слева,задний привод,Нет,бензин,ВАЗ (Lada),2107,390000
Нур-Султан (Астана),2011,седан,1.5,17000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2115 (седан),1300000
Актобе,2014,седан,1.6,140000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2170 (седан),2500000
Нур-Султан (Астана),2017,внедорожник,2.7,127000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,17750000
Актау,2011,седан,1.6,53000,механика,слева,задний привод,Нет,бензин,ВАЗ (Lada),2107,1200000
Уральск,2005,хэтчбек,1.6,90000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),680000
Семей,2006,седан,3.5,200000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,S 350,6000000
Шиели,1996,седан,3.0,300000,механика,слева,передний привод,Да,бензин,Nissan,Maxima,1600000
Туркестан,2012,хэтчбек,0.8,110000,механика,слева,передний привод,Нет,бензин,Daewoo,Matiz,1000000
Павлодар,1991,седан,3.1,333333,механика,слева,задний привод,Да,бензин,BMW,316,1800000
Уральск,2013,седан,1.6,209000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2170 (седан),2200000
Нур-Султан (Астана),2005,седан,1.5,220000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2115 (седан),1000000
Алматы,1995,хэтчбек,2.0,1000000,механика,слева,передний привод,Да,бензин,Mazda,Cronos,1250000
Кордай,2001,универсал,2.4,192016,автомат,слева,передний привод,Нет,бензин,Mitsubishi,Space Wagon,2200000
Нур-Султан (Астана),2015,седан,2.5,82500,автомат,слева,передний привод,Да,бензин,Toyota,Camry,10100000
Шымкент,2013,хэтчбек,1.6,140000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2114 (хэтчбек),1500000
Караганда,2012,седан,1.6,219000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2170 (седан),1850000
Атырау,2013,внедорожник,1.7,116000,механика,слева,полный привод,Да,бензин,Chevrolet,Niva,2900000
Алматы,2019,внедорожник,1.7,4700,механика,слева,полный привод,Да,газ-бензин,ВАЗ (Lada),2121 Нива,3850000
Алматы,2012,седан,1.8,105000,типтроник,слева,передний привод,Да,газ-бензин,Chevrolet,Cruze,3600000
Нур-Султан (Астана),2007,кроссовер,2.0,350000,автомат,слева,полный привод,Да,бензин,Suzuki,Grand Vitara,4300000
Алматы,2001,минивэн,3.0,100000,типтроник,справа,передний привод,Нет,газ-бензин,Honda,Odyssey,2300000
Жезказган,1992,седан,1.8,400000,механика,слева,задний привод,Да,бензин,Mercedes-Benz,190,900000
Алматы,2000,купе,1.5,200000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2108 (хэтчбек),800000
Темир,2006,седан,1.6,180000,механика,слева,передний привод,Нет,газ-бензин,ВАЗ (Lada),2110 (седан),950000
Тараз,1993,седан,2.2,360000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,E 220,2300000
Шымкент,2008,седан,1.6,125000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2115 (седан),1080000
Кентау,2007,седан,1.6,999999,механика,слева,передний привод,Нет,бензин,Daewoo,Nexia,1050000
Алматы,2018,седан,2.5,42325,автомат,слева,передний привод,Да,бензин,Lexus,ES 250,16500000
Алматы,1989,седан,1.8,336500,механика,слева,передний привод,Да,бензин,Opel,Vectra,650000
Нур-Султан (Астана),2014,хэтчбек,0.8,100000,механика,слева,передний привод,Да,бензин,Daewoo,Matiz,1700000
Алматы,2008,внедорожник,4.7,190000,типтроник,слева,полный привод,Да,бензин,Toyota,Land Cruiser,14200000
Нур-Султан (Астана),2015,микровэн,2.2,165000,механика,слева,передний привод,Да,дизель,Mercedes-Benz,Sprinter,11000000
Аксай,2003,внедорожник,1.7,220000,механика,слева,полный привод,Да,бензин,ВАЗ (Lada),2121 Нива,850000
Талдыкорган,2005,внедорожник,4.0,170000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,10500000
Уральск,2008,хэтчбек,1.6,98000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2172 (хэтчбек),1450000
Аксай,2013,внедорожник,3.0,205000,типтроник,слева,полный привод,Да,дизель,Toyota,Land Cruiser Prado,13000000
Караганда,2003,универсал,1.6,336523,механика,слева,передний привод,Да,бензин,Ford,Focus,1700000
Нур-Султан (Астана),1996,хэтчбек,1.8,380000,механика,слева,передний привод,Да,бензин,Mazda,626,1200000
Кокшетау,2003,седан,1.5,11111,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),21099 (седан),780000
Рудный,1991,хэтчбек,1.3,400000,механика,слева,передний привод,Да,бензин,Mitsubishi,Lancer,500000
Костанай,2004,седан,1.6,163000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2110 (седан),550000
Жанаозен,1995,седан,3.0,666,автомат,справа,задний привод,Да,газ-бензин,BMW,730,2000000
Уральск,2006,седан,1.6,224000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2115 (седан),800000
